未知,0
汉,1
蒙古,2
回,3
藏,4
维吾尔,5
苗,6
彝,7
壮,8
布依,9
朝鲜,10
满,11
侗,12
瑶,13
白,14
土家,15
哈尼,16
哈萨克,17
傣,18
黎,19
傈僳,20
佤,21
畲,22
高山,23
拉祜,24
水,25
东乡,26
纳西,27
景颇,28
柯尔克孜,29
土,30
达斡尔,31
仫佬,32
羌,33
布朗,34
撒拉,35
毛难,36
仡佬,37
锡伯,38
阿昌,39
普米,40
塔吉克,41
怒,42
乌孜别克,43
俄罗斯,44
鄂温克,45
德昂,46
保安,47
裕固,48
京,49
塔塔尔,50
独龙,51
鄂伦春,52
赫哲,53
门巴,54
珞巴,55
基诺,56
未知,57
其他,97
外国血统,98
